State,Area_Name,POP_ESTIMATE_2019
OH,Warren County,"234,602"
OH,Washington County,"59,911"
OH,Wayne County,"115,710"
OH,Williams County,"36,692"
OH,Wood County,"130,817"
OH,Wyandot County,"21,772"
OK,Adair County,"22,194"
OK,Alfalfa County,"5,702"
OK,Atoka County,"13,758"
OK,Beaver County,"5,311"
OK,Beckham County,"21,859"
OK,Blaine County,"9,429"
OK,Bryan County,"47,995"
OK,Caddo County,"28,762"
OK,Canadian County,"148,306"
OK,Carter County,"48,111"
OK,Cherokee County,"48,657"
OK,Choctaw County,"14,672"
OK,Cimarron County,"2,137"
OK,Cleveland County,"284,014"
OK,Coal County,"5,495"
OK,Comanche County,"120,749"
OK,Cotton County,"5,666"
OK,Craig County,"14,142"
OK,Creek County,"71,522"
OK,Custer County,"29,003"
OK,Delaware County,"43,009"
OK,Dewey County,"4,891"
OK,Ellis County,"3,859"
OK,Garfield County,"61,056"
OK,Garvin County,"27,711"
OK,Grady County,"55,834"
OK,Grant County,"4,333"
OK,Greer County,"5,712"
OK,Harmon County,"2,653"
OK,Harper County,"3,688"
OK,Haskell County,"12,627"
OK,Hughes County,"13,279"
OK,Jackson County,"24,530"
OK,Jefferson County,"6,002"
OK,Johnston County,"11,085"
OK,Kay County,"43,538"
OK,Kingfisher County,"15,765"
OK,Kiowa County,"8,708"
OK,Latimer County,"10,073"
OK,Le Flore County,"49,853"
OK,Lincoln County,"34,877"
OK,Logan County,"48,011"
OK,Love County,"10,253"
OK,McClain County,"40,474"
OK,McCurtain County,"32,832"
OK,McIntosh County,"19,596"
OK,Major County,"7,629"
OK,Marshall County,"16,931"
OK,Mayes County,"41,100"
OK,Murray County,"14,073"
OK,Muskogee County,"67,997"
OK,Noble County,"11,131"
OK,Nowata County,"10,076"
OK,Okfuskee County,"11,993"
OK,Oklahoma County,"797,434"
OK,Okmulgee County,"38,465"
OK,Osage County,"46,963"
OK,Ottawa County,"31,127"
OK,Pawnee County,"16,376"
OK,Payne County,"81,784"
OK,Pittsburg County,"43,654"
OK,Pontotoc County,"38,284"
OK,Pottawatomie County,"72,592"
OK,Pushmataha County,"11,096"
OK,Roger Mills County,"3,583"
OK,Rogers County,"92,459"
OK,Seminole County,"24,258"
OK,Sequoyah County,"41,569"
OK,Stephens County,"43,143"
OK,Texas County,"19,983"
OK,Tillman County,"7,250"
OK,Tulsa County,"651,552"
OK,Wagoner County,"81,289"
OK,Washington County,"51,527"
OK,Washita County,"10,916"
OK,Woods County,"8,793"
OK,Woodward County,"20,211"
OR,Baker County,"16,124"
OR,Benton County,"93,053"
OR,Clackamas County,"418,187"
OR,Clatsop County,"40,224"
OR,Columbia County,"52,354"
OR,Coos County,"64,487"
OR,Crook County,"24,404"
OR,Curry County,"22,925"
OR,Deschutes County,"197,692"
OR,Douglas County,"110,980"
OR,Gilliam County,"1,912"
OR,Grant County,"7,199"
OR,Harney County,"7,393"
OR,Hood River County,"23,382"
OR,Jackson County,"220,944"
OR,Jefferson County,"24,658"
OR,Josephine County,"87,487"
OR,Klamath County,"68,238"
OR,Lake County,"7,869"
OR,Lane County,"382,067"
OR,Lincoln County,"49,962"
OR,Linn County,"129,749"
OR,Malheur County,"30,571"
OR,Marion County,"347,818"
OR,Morrow County,"11,603"
OR,Multnomah County,"812,855"
OR,Polk County,"86,085"
OR,Sherman County,"1,780"
OR,Tillamook County,"27,036"
OR,Umatilla County,"77,950"
OR,Union County,"26,835"
OR,Wallowa County,"7,208"
OR,Wasco County,"26,682"
OR,Washington County,"601,592"
OR,Wheeler County,"1,332"
OR,Yamhill County,"107,100"
PA,Adams County,"103,009"
PA,Allegheny County,"1,216,045"
PA,Armstrong County,"64,735"
PA,Beaver County,"163,929"
PA,Bedford County,"47,888"
PA,Berks County,"421,164"
PA,Blair County,"121,829"
PA,Bradford County,"60,323"
PA,Bucks County,"628,270"
PA,Butler County,"187,853"
PA,Cambria County,"130,192"
PA,Cameron County,"4,447"
PA,Carbon County,"64,182"
PA,Centre County,"162,385"
PA,Chester County,"524,989"
PA,Clarion County,"38,438"
PA,Clearfield County,"79,255"
PA,Clinton County,"38,632"
PA,Columbia County,"64,964"
PA,Crawford County,"84,629"
PA,Cumberland County,"253,370"
PA,Dauphin County,"278,299"
PA,Delaware County,"566,747"
PA,Elk County,"29,910"
PA,Erie County,"269,728"
PA,Fayette County,"129,274"
PA,Forest County,"7,247"
PA,Franklin County,"155,027"
PA,Fulton County,"14,530"
PA,Greene County,"36,233"
PA,Huntingdon County,"45,144"
PA,Indiana County,"84,073"
PA,Jefferson County,"43,425"
PA,Juniata County,"24,763"
PA,Lackawanna County,"209,674"
PA,Lancaster County,"545,724"
PA,Lawrence County,"85,512"
PA,Lebanon County,"141,793"
PA,Lehigh County,"369,318"
PA,Luzerne County,"317,417"
PA,Lycoming County,"113,299"
PA,McKean County,"40,625"
PA,Mercer County,"109,424"
PA,Mifflin County,"46,138"
PA,Monroe County,"170,271"
PA,Montgomery County,"830,915"
PA,Montour County,"18,230"
PA,Northampton County,"305,285"
PA,Northumberland County,"90,843"
PA,Perry County,"46,272"
PA,Philadelphia County,"1,584,064"
PA,Pike County,"55,809"
PA,Potter County,"16,526"
PA,Schuylkill County,"141,359"
PA,Snyder County,"40,372"
PA,Somerset County,"73,447"
PA,Sullivan County,"6,066"
PA,Susquehanna County,"40,328"
PA,Tioga County,"40,591"
PA,Union County,"44,923"
PA,Venango County,"50,668"
PA,Warren County,"39,191"
PA,Washington County,"206,865"
PA,Wayne County,"51,361"
PA,Westmoreland County,"348,899"
PA,Wyoming County,"26,794"
PA,York County,"449,058"
RI,Bristol County,"48,479"
RI,Kent County,"164,292"
RI,Newport County,"82,082"
RI,Providence County,"638,931"
RI,Washington County,"125,577"
SC,Abbeville County,"24,527"
SC,Aiken County,"170,872"
SC,Allendale County,"8,688"
SC,Anderson County,"202,558"
SC,Bamberg County,"14,066"
SC,Barnwell County,"20,866"
SC,Beaufort County,"192,122"
SC,Berkeley County,"227,907"
SC,Calhoun County,"14,553"
SC,Charleston County,"411,406"
SC,Cherokee County,"57,300"
SC,Chester County,"32,244"
SC,Chesterfield County,"45,650"
SC,Clarendon County,"33,745"
SC,Colleton County,"37,677"
SC,Darlington County,"66,618"
SC,Dillon County,"30,479"
SC,Dorchester County,"162,809"
SC,Edgefield County,"27,260"
SC,Fairfield County,"22,347"
SC,Florence County,"138,293"
SC,Georgetown County,"62,680"
SC,Greenville County,"523,542"
SC,Greenwood County,"70,811"
SC,Hampton County,"19,222"
SC,Horry County,"354,081"
SC,Jasper County,"30,073"
SC,Kershaw County,"66,551"
SC,Lancaster County,"98,012"
SC,Laurens County,"67,493"
SC,Lee County,"16,828"
SC,Lexington County,"298,750"
SC,McCormick County,"9,463"
SC,Marion County,"30,657"
SC,Marlboro County,"26,118"
SC,Newberry County,"38,440"
SC,Oconee County,"79,546"
SC,Orangeburg County,"86,175"
SC,Pickens County,"126,884"
SC,Richland County,"415,759"
SC,Saluda County,"20,473"
SC,Spartanburg County,"319,785"
SC,Sumter County,"106,721"
SC,Union County,"27,316"
SC,Williamsburg County,"30,368"
SC,York County,"280,979"
SD,Aurora County,"2,751"
SD,Beadle County,"18,453"
SD,Bennett County,"3,365"
SD,Bon Homme County,"6,901"
SD,Brookings County,"35,077"
SD,Brown County,"38,839"
SD,Brule County,"5,297"
SD,Buffalo County,"1,962"
SD,Butte County,"10,429"
SD,Campbell County,"1,376"
SD,Charles Mix County,"9,292"
SD,Clark County,"3,736"
SD,Clay County,"14,070"
SD,Codington County,"28,009"
SD,Corson County,"4,086"
SD,Custer County,"8,972"
SD,Davison County,"19,775"
SD,Day County,"5,424"
SD,Deuel County,"4,351"
SD,Dewey County,"5,892"
SD,Douglas County,"2,921"
SD,Edmunds County,"3,829"
SD,Fall River County,"6,713"
SD,Faulk County,"2,299"
SD,Grant County,"7,052"
SD,Gregory County,"4,185"
SD,Haakon County,"1,899"
SD,Hamlin County,"6,164"
SD,Hand County,"3,191"
SD,Hanson County,"3,453"
SD,Harding County,"1,298"
SD,Hughes County,"17,526"
SD,Hutchinson County,"7,291"
SD,Hyde County,"1,301"
SD,Jackson County,"3,344"
SD,Jerauld County,"2,013"
SD,Jones County,903
SD,Kingsbury County,"4,939"
SD,Lake County,"12,797"
SD,Lawrence County,"25,844"
SD,Lincoln County,"61,128"
SD,Lyman County,"3,781"
SD,McCook County,"5,586"
SD,McPherson County,"2,379"
SD,Marshall County,"4,935"
SD,Meade County,"28,332"
SD,Mellette County,"2,061"
SD,Miner County,"2,216"
SD,Minnehaha County,"193,134"
SD,Moody County,"6,576"
SD,Oglala Lakota County,"14,177"
SD,Pennington County,"113,775"
SD,Perkins County,"2,865"
SD,Potter County,"2,153"
SD,Roberts County,"10,394"
SD,Sanborn County,"2,344"
SD,Spink County,"6,376"
SD,Stanley County,"3,098"
SD,Sully County,"1,391"
SD,Todd County,"10,177"
SD,Tripp County,"5,441"
SD,Turner County,"8,384"
SD,Union County,"15,932"
SD,Walworth County,"5,435"
SD,Yankton County,"22,814"
SD,Ziebach County,"2,756"
TN,Anderson County,"76,978"
TN,Bedford County,"49,713"
TN,Benton County,"16,160"
TN,Bledsoe County,"15,064"
TN,Blount County,"133,088"
TN,Bradley County,"108,110"
TN,Campbell County,"39,842"
TN,Cannon County,"14,678"
TN,Carroll County,"27,767"
TN,Carter County,"56,391"
TN,Cheatham County,"40,667"
TN,Chester County,"17,297"
TN,Claiborne County,"31,959"
TN,Clay County,"7,615"
TN,Cocke County,"36,004"
TN,Coffee County,"56,520"
TN,Crockett County,"14,230"
TN,Cumberland County,"60,520"
TN,Davidson County,"694,144"
TN,Decatur County,"11,663"
TN,DeKalb County,"20,490"
TN,Dickson County,"53,948"
TN,Dyer County,"37,159"
TN,Fayette County,"41,133"
TN,Fentress County,"18,523"
TN,Franklin County,"42,208"
TN,Gibson County,"49,133"
TN,Giles County,"29,464"
TN,Grainger County,"23,320"
TN,Greene County,"69,069"
TN,Grundy County,"13,427"
TN,Hamblen County,"64,934"
TN,Hamilton County,"367,804"
TN,Hancock County,"6,620"
TN,Hardeman County,"25,050"
TN,Hardin County,"25,652"
TN,Hawkins County,"56,786"
TN,Haywood County,"17,304"
TN,Henderson County,"28,117"
TN,Henry County,"32,345"
TN,Hickman County,"25,178"
TN,Houston County,"8,201"
TN,Humphreys County,"18,582"
TN,Jackson County,"11,786"
TN,Jefferson County,"54,495"
TN,Johnson County,"17,788"
TN,Knox County,"470,313"
TN,Lake County,"7,016"
TN,Lauderdale County,"25,633"
TN,Lawrence County,"44,142"
TN,Lewis County,"12,268"
TN,Lincoln County,"34,366"
TN,Loudon County,"54,068"
TN,McMinn County,"53,794"
TN,McNairy County,"25,694"
TN,Macon County,"24,602"
TN,Madison County,"97,984"
TN,Marion County,"28,907"
TN,Marshall County,"34,375"
TN,Maury County,"96,387"
TN,Meigs County,"12,422"
TN,Monroe County,"46,545"
TN,Montgomery County,"208,993"
TN,Moore County,"6,488"
TN,Morgan County,"21,403"
TN,Obion County,"30,069"
TN,Overton County,"22,241"
TN,Perry County,"8,076"
TN,Pickett County,"5,048"
TN,Polk County,"16,832"
TN,Putnam County,"80,245"
TN,Rhea County,"33,167"
TN,Roane County,"53,382"
TN,Robertson County,"71,813"
TN,Rutherford County,"332,285"
TN,Scott County,"22,068"
TN,Sequatchie County,"15,026"
TN,Sevier County,"98,250"
TN,Shelby County,"937,166"
TN,Smith County,"20,157"
TN,Stewart County,"13,715"
TN,Sullivan County,"158,348"
TN,Sumner County,"191,283"
TN,Tipton County,"61,599"
TN,Trousdale County,"11,284"
TN,Unicoi County,"17,883"
TN,Union County,"19,972"
TN,Van Buren County,"5,872"
TN,Warren County,"41,277"
TN,Washington County,"129,375"
TN,Wayne County,"16,673"
TN,Weakley County,"33,328"
TN,White County,"27,345"
TN,Williamson County,"238,412"
TN,Wilson County,"144,657"
TX,Anderson County,"57,735"
TX,Andrews County,"18,705"
TX,Angelina County,"86,715"
TX,Aransas County,"23,510"
TX,Archer County,"8,553"
TX,Armstrong County,"1,887"
TX,Atascosa County,"51,153"
TX,Austin County,"30,032"
TX,Bailey County,"7,000"
TX,Bandera County,"23,112"
TX,Bastrop County,"88,723"
TX,Baylor County,"3,509"
TX,Bee County,"32,565"
TX,Bell County,"362,924"
TX,Bexar County,"2,003,554"
TX,Blanco County,"11,931"
TX,Borden County,654
TX,Bosque County,"18,685"
TX,Bowie County,"93,245"
TX,Brazoria County,"374,264"
TX,Brazos County,"229,211"
TX,Brewster County,"9,203"
TX,Briscoe County,"1,546"
TX,Brooks County,"7,093"
TX,Brown County,"37,864"
TX,Burleson County,"18,443"
TX,Burnet County,"48,155"
TX,Caldwell County,"43,664"
TX,Calhoun County,"21,290"
TX,Callahan County,"13,943"
TX,Cameron County,"423,163"
TX,Camp County,"13,094"
TX,Carson County,"5,926"
TX,Cass County,"30,026"
TX,Castro County,"7,530"
TX,Chambers County,"43,837"
TX,Cherokee County,"52,646"
TX,Childress County,"7,306"
TX,Clay County,"10,471"
TX,Cochran County,"2,853"
TX,Coke County,"3,387"
TX,Coleman County,"8,175"
TX,Collin County,"1,034,730"
TX,Collingsworth County,"2,920"
TX,Colorado County,"21,493"
TX,Comal County,"156,209"
TX,Comanche County,"13,635"
TX,Concho County,"2,726"
TX,Cooke County,"41,257"
TX,Coryell County,"75,951"
TX,Cottle County,"1,398"
TX,Crane County,"4,797"
TX,Crockett County,"3,464"
TX,Crosby County,"5,737"
TX,Culberson County,"2,171"
TX,Dallam County,"7,287"
TX,Dallas County,"2,635,516"
TX,Dawson County,"12,728"
TX,Deaf Smith County,"18,546"
TX,Delta County,"5,331"
TX,Denton County,"887,207"
TX,DeWitt County,"20,160"
TX,Dickens County,"2,211"
TX,Dimmit County,"10,124"
TX,Donley County,"3,278"
TX,Duval County,"11,157"
TX,Eastland County,"18,360"
TX,Ector County,"166,223"
TX,Edwards County,"1,932"
TX,Ellis County,"184,826"
TX,El Paso County,"839,238"
TX,Erath County,"42,698"
TX,Falls County,"17,297"
TX,Fannin County,"35,514"
TX,Fayette County,"25,346"
TX,Fisher County,"3,830"
TX,Floyd County,"5,712"
TX,Foard County,"1,155"
TX,Fort Bend County,"811,688"
TX,Franklin County,"10,725"
TX,Freestone County,"19,717"
TX,Frio County,"20,306"
TX,Gaines County,"21,492"
TX,Galveston County,"342,139"
TX,Garza County,"6,229"
TX,Gillespie County,"26,988"
TX,Glasscock County,"1,409"
TX,Goliad County,"7,658"
TX,Gonzales County,"20,837"
TX,Gray County,"21,886"
TX,Grayson County,"136,212"
TX,Gregg County,"123,945"
TX,Grimes County,"28,880"
TX,Guadalupe County,"166,847"
TX,Hale County,"33,406"
TX,Hall County,"2,964"
TX,Hamilton County,"8,461"
TX,Hansford County,"5,399"
TX,Hardeman County,"3,933"
TX,Hardin County,"57,602"
TX,Harris County,"4,713,325"
TX,Harrison County,"66,553"
TX,Hartley County,"5,576"
TX,Haskell County,"5,658"
TX,Hays County,"230,191"
TX,Hemphill County,"3,819"
TX,Henderson County,"82,737"
TX,Hidalgo County,"868,707"
TX,Hill County,"36,649"
TX,Hockley County,"23,021"
TX,Hood County,"61,643"
TX,Hopkins County,"37,084"
TX,Houston County,"22,968"
TX,Howard County,"36,664"
TX,Hudspeth County,"4,886"
TX,Hunt County,"98,594"
TX,Hutchinson County,"20,938"
TX,Irion County,"1,536"
TX,Jack County,"8,935"
TX,Jackson County,"14,760"
TX,Jasper County,"35,529"
TX,Jeff Davis County,"2,274"
TX,Jefferson County,"251,565"
TX,Jim Hogg County,"5,200"
TX,Jim Wells County,"40,482"
TX,Johnson County,"175,817"
TX,Jones County,"20,083"
TX,Karnes County,"15,601"
TX,Kaufman County,"136,154"
TX,Kendall County,"47,431"
TX,Kenedy County,404
TX,Kent County,762
TX,Kerr County,"52,600"
TX,Kimble County,"4,337"
TX,King County,272
TX,Kinney County,"3,667"
TX,Kleberg County,"30,680"
TX,Knox County,"3,664"
TX,Lamar County,"49,859"
TX,Lamb County,"12,893"
TX,Lampasas County,"21,428"
TX,La Salle County,"7,520"
TX,Lavaca County,"20,154"
TX,Lee County,"17,239"
TX,Leon County,"17,404"
TX,Liberty County,"88,219"
TX,Limestone County,"23,437"
TX,Lipscomb County,"3,233"
TX,Live Oak County,"12,207"
TX,Llano County,"21,795"
TX,Loving County,169
TX,Lubbock County,"310,569"
TX,Lynn County,"5,951"
TX,McCulloch County,"7,984"
TX,McLennan County,"256,623"
TX,McMullen County,743
TX,Madison County,"14,284"
TX,Marion County,"9,854"
TX,Martin County,"5,771"
TX,Mason County,"4,274"
TX,Matagorda County,"36,643"
TX,Maverick County,"58,722"
TX,Medina County,"51,584"
TX,Menard County,"2,138"
TX,Midland County,"176,832"
TX,Milam County,"24,823"
TX,Mills County,"4,873"
TX,Mitchell County,"8,545"
TX,Montague County,"19,818"
TX,Montgomery County,"607,391"
TX,Moore County,"20,940"
TX,Morris County,"12,388"
TX,Motley County,"1,200"
TX,Nacogdoches County,"65,204"
TX,Navarro County,"50,113"
TX,Newton County,"13,595"
TX,Nolan County,"14,714"
TX,Nueces County,"362,294"
TX,Ochiltree County,"9,836"
TX,Oldham County,"2,112"
TX,Orange County,"83,396"
TX,Palo Pinto County,"29,189"
TX,Panola County,"23,194"
TX,Parker County,"142,878"
TX,Parmer County,"9,605"
TX,Pecos County,"15,823"
TX,Polk County,"51,353"
TX,Potter County,"117,415"
TX,Presidio County,"6,704"
TX,Rains County,"12,514"
TX,Randall County,"137,713"
TX,Reagan County,"3,849"
TX,Real County,"3,452"
TX,Red River County,"12,023"
TX,Reeves County,"15,976"
TX,Refugio County,"6,948"
TX,Roberts County,854
TX,Robertson County,"17,074"
TX,Rockwall County,"104,915"
TX,Runnels County,"10,264"
TX,Rusk County,"54,406"
TX,Sabine County,"10,542"
TX,San Augustine County,"8,237"
TX,San Jacinto County,"28,859"
TX,San Patricio County,"66,730"
TX,San Saba County,"6,055"
TX,Schleicher County,"2,793"
TX,Scurry County,"16,703"
TX,Shackelford County,"3,265"
TX,Shelby County,"25,274"
TX,Sherman County,"3,022"
TX,Smith County,"232,751"
TX,Somervell County,"9,128"
TX,Starr County,"64,633"
TX,Stephens County,"9,366"
TX,Sterling County,"1,291"
TX,Stonewall County,"1,350"
TX,Sutton County,"3,776"
TX,Swisher County,"7,397"
TX,Tarrant County,"2,102,515"
TX,Taylor County,"138,034"
TX,Terrell County,776
TX,Terry County,"12,337"
TX,Throckmorton County,"1,501"
TX,Titus County,"32,750"
TX,Tom Green County,"119,200"
TX,Travis County,"1,273,954"
TX,Trinity County,"14,651"
TX,Tyler County,"21,672"
TX,Upshur County,"41,753"
TX,Upton County,"3,657"
TX,Uvalde County,"26,741"
TX,Val Verde County,"49,025"
TX,Van Zandt County,"56,590"
TX,Victoria County,"92,084"
TX,Walker County,"72,971"
TX,Waller County,"55,246"
TX,Ward County,"11,998"
TX,Washington County,"35,882"
TX,Webb County,"276,652"
TX,Wharton County,"41,556"
TX,Wheeler County,"5,056"
TX,Wichita County,"132,230"
TX,Wilbarger County,"12,769"
TX,Willacy County,"21,358"
TX,Williamson County,"590,551"
TX,Wilson County,"51,070"
TX,Winkler County,"8,010"
TX,Wise County,"69,984"
TX,Wood County,"45,539"
TX,Yoakum County,"8,713"
TX,Young County,"18,010"
TX,Zapata County,"14,179"
TX,Zavala County,"11,840"
UT,Beaver County,"6,710"
UT,Box Elder County,"56,046"
UT,Cache County,"128,289"
UT,Carbon County,"20,463"
UT,Daggett County,950
UT,Davis County,"355,481"
UT,Duchesne County,"19,938"
UT,Emery County,"10,012"
UT,Garfield County,"5,051"
UT,Grand County,"9,754"
UT,Iron County,"54,839"
UT,Juab County,"12,017"
UT,Kane County,"7,886"
UT,Millard County,"13,188"
UT,Morgan County,"12,124"
UT,Piute County,"1,479"
UT,Rich County,"2,483"
UT,Salt Lake County,"1,160,437"
UT,San Juan County,"15,308"
UT,Sanpete County,"30,939"
UT,Sevier County,"21,620"
UT,Summit County,"42,145"
UT,Tooele County,"72,259"
UT,Uintah County,"35,734"
UT,Utah County,"636,235"
UT,Wasatch County,"34,091"
UT,Washington County,"177,556"
UT,Wayne County,"2,711"
UT,Weber County,"260,213"
VT,Addison County,"36,777"
VT,Bennington County,"35,470"
VT,Caledonia County,"29,993"
VT,Chittenden County,"163,774"
VT,Essex County,"6,163"
VT,Franklin County,"49,402"
VT,Grand Isle County,"7,235"
VT,Lamoille County,"25,362"
VT,Orange County,"28,892"
VT,Orleans County,"27,037"
VT,Rutland County,"58,191"
VT,Washington County,"58,409"
VT,Windham County,"42,222"
VT,Windsor County,"55,062"
VA,Accomack County,"32,316"
VA,Albemarle County,"109,330"
VA,Alleghany County,"14,860"
VA,Amelia County,"13,145"
VA,Amherst County,"31,605"
VA,Appomattox County,"15,911"
VA,Arlington County,"236,842"
VA,Augusta County,"75,558"
VA,Bath County,"4,147"
VA,Bedford County,"78,997"
VA,Bland County,"6,280"
VA,Botetourt County,"33,419"
VA,Brunswick County,"16,231"
VA,Buchanan County,"21,004"
VA,Buckingham County,"17,148"
VA,Campbell County,"54,885"
VA,Caroline County,"30,725"
VA,Carroll County,"29,791"
VA,Charles City County,"6,963"
VA,Charlotte County,"11,880"
VA,Chesterfield County,"352,802"
VA,Clarke County,"14,619"
VA,Craig County,"5,131"
VA,Culpeper County,"52,605"
VA,Cumberland County,"9,932"
VA,Dickenson County,"14,318"
VA,Dinwiddie County,"28,544"
VA,Essex County,"10,953"
VA,Fairfax County,"1,147,532"
VA,Fauquier County,"71,222"
VA,Floyd County,"15,749"
VA,Fluvanna County,"27,270"
VA,Franklin County,"56,042"
VA,Frederick County,"89,313"
VA,Giles County,"16,720"
VA,Gloucester County,"37,348"
VA,Goochland County,"23,753"
VA,Grayson County,"15,550"
VA,Greene County,"19,819"
VA,Greensville County,"11,336"
VA,Halifax County,"33,911"
VA,Hanover County,"107,766"
VA,Henrico County,"330,818"
VA,Henry County,"50,557"
VA,Highland County,"2,190"
VA,Isle of Wight County,"37,109"
VA,James City County,"76,523"
VA,King and Queen County,"7,025"
VA,King George County,"26,836"
VA,King William County,"17,148"
VA,Lancaster County,"10,603"
VA,Lee County,"23,423"
VA,Loudoun County,"413,538"
VA,Louisa County,"37,591"
VA,Lunenburg County,"12,196"
VA,Madison County,"13,261"
VA,Mathews County,"8,834"
VA,Mecklenburg County,"30,587"
VA,Middlesex County,"10,582"
VA,Montgomery County,"98,535"
VA,Nelson County,"14,930"
VA,New Kent County,"23,091"
VA,Northampton County,"11,710"
VA,Northumberland County,"12,095"
VA,Nottoway County,"15,232"
VA,Orange County,"37,051"
VA,Page County,"23,902"
VA,Patrick County,"17,608"
VA,Pittsylvania County,"60,354"
VA,Powhatan County,"29,652"
VA,Prince Edward County,"22,802"
VA,Prince George County,"38,353"
VA,Prince William County,"470,335"
VA,Pulaski County,"34,027"
VA,Rappahannock County,"7,370"
VA,Richmond County,"9,023"
VA,Roanoke County,"94,186"
VA,Rockbridge County,"22,573"
VA,Rockingham County,"81,948"
VA,Russell County,"26,586"
VA,Scott County,"21,566"
VA,Shenandoah County,"43,616"
VA,Smyth County,"30,104"
VA,Southampton County,"17,631"
VA,Spotsylvania County,"136,215"
VA,Stafford County,"152,882"
VA,Surry County,"6,422"
VA,Sussex County,"11,159"
VA,Tazewell County,"40,595"
VA,Warren County,"40,164"
VA,Washington County,"53,740"
VA,Westmoreland County,"18,015"
VA,Wise County,"37,383"
VA,Wythe County,"28,684"
VA,York County,"68,280"
VA,Alexandria city,"159,428"
VA,Bristol city,"16,762"
VA,Buena Vista city,"6,478"
VA,Charlottesville city,"47,266"
VA,Chesapeake city,"244,835"
VA,Colonial Heights city,"17,370"
VA,Covington city,"5,538"
VA,Danville city,"40,044"
VA,Emporia city,"5,346"
VA,Fairfax city,"24,019"
VA,Falls Church city,"14,617"
VA,Franklin city,"7,967"
VA,Fredericksburg city,"29,036"
VA,Galax city,"6,347"
VA,Hampton city,"134,510"
VA,Harrisonburg city,"53,016"
VA,Hopewell city,"22,529"
VA,Lexington city,"7,446"
VA,Lynchburg city,"82,168"
VA,Manassas city,"41,085"
VA,Manassas Park city,"17,478"
VA,Martinsville city,"12,554"
VA,Newport News city,"179,225"
VA,Norfolk city,"242,742"
VA,Norton city,"3,981"
VA,Petersburg city,"31,346"
VA,Poquoson city,"12,271"
VA,Portsmouth city,"94,398"
VA,Radford city,"18,249"
VA,Richmond city,"230,436"
VA,Roanoke city,"99,143"
VA,Salem city,"25,301"
VA,Staunton city,"24,932"
VA,Suffolk city,"92,108"
VA,Virginia Beach city,"449,974"
VA,Waynesboro city,"22,630"
VA,Williamsburg city,"14,954"
VA,Winchester city,"28,078"
WA,Adams County,"19,983"
WA,Asotin County,"22,582"
WA,Benton County,"204,390"
WA,Chelan County,"77,200"
WA,Clallam County,"77,331"
WA,Clark County,"488,241"
WA,Columbia County,"3,985"
WA,Cowlitz County,"110,593"
WA,Douglas County,"43,429"
WA,Ferry County,"7,627"
WA,Franklin County,"95,222"
WA,Garfield County,"2,225"
WA,Grant County,"97,733"
WA,Grays Harbor County,"75,061"
WA,Island County,"85,141"
WA,Jefferson County,"32,221"
WA,King County,"2,252,782"
WA,Kitsap County,"271,473"
WA,Kittitas County,"47,935"
WA,Klickitat County,"22,425"
WA,Lewis County,"80,707"
WA,Lincoln County,"10,939"
WA,Mason County,"66,768"
WA,Okanogan County,"42,243"
WA,Pacific County,"22,471"
WA,Pend Oreille County,"13,724"
WA,Pierce County,"904,980"
WA,San Juan County,"17,582"
WA,Skagit County,"129,205"
WA,Skamania County,"12,083"
WA,Snohomish County,"822,083"
WA,Spokane County,"522,798"
WA,Stevens County,"45,723"
WA,Thurston County,"290,536"
WA,Wahkiakum County,"4,488"
WA,Walla Walla County,"60,760"
WA,Whatcom County,"229,247"
WA,Whitman County,"50,104"
WA,Yakima County,"250,873"
WV,Barbour County,"16,441"
WV,Berkeley County,"119,171"
WV,Boone County,"21,457"
WV,Braxton County,"13,957"
WV,Brooke County,"21,939"
WV,Cabell County,"91,945"
WV,Calhoun County,"7,109"
WV,Clay County,"8,508"
WV,Doddridge County,"8,448"
WV,Fayette County,"42,406"
WV,Gilmer County,"7,823"
WV,Grant County,"11,568"
WV,Greenbrier County,"34,662"
WV,Hampshire County,"23,175"
WV,Hancock County,"28,810"
WV,Hardy County,"13,776"
WV,Harrison County,"67,256"
WV,Jackson County,"28,576"
WV,Jefferson County,"57,146"
WV,Kanawha County,"178,124"
WV,Lewis County,"15,907"
WV,Lincoln County,"20,409"
WV,Logan County,"32,019"
WV,McDowell County,"17,624"
WV,Marion County,"56,072"
WV,Marshall County,"30,531"
WV,Mason County,"26,516"
WV,Mercer County,"58,758"
WV,Mineral County,"26,868"
WV,Mingo County,"23,424"
WV,Monongalia County,"105,612"
WV,Monroe County,"13,275"
WV,Morgan County,"17,884"
WV,Nicholas County,"24,496"
WV,Ohio County,"41,411"
WV,Pendleton County,"6,969"
WV,Pleasants County,"7,460"
WV,Pocahontas County,"8,247"
WV,Preston County,"33,432"
WV,Putnam County,"56,450"
WV,Raleigh County,"73,361"
WV,Randolph County,"28,695"
WV,Ritchie County,"9,554"
WV,Roane County,"13,688"
WV,Summers County,"12,573"
WV,Taylor County,"16,695"
WV,Tucker County,"6,839"
WV,Tyler County,"8,591"
WV,Upshur County,"24,176"
WV,Wayne County,"39,402"
WV,Webster County,"8,114"
WV,Wetzel County,"15,065"
WV,Wirt County,"5,821"
WV,Wood County,"83,518"
WV,Wyoming County,"20,394"
WI,Adams County,"20,220"
WI,Ashland County,"15,562"
WI,Barron County,"45,244"
WI,Bayfield County,"15,036"
WI,Brown County,"264,542"
