,STATEFP,COUNTYFP,ALAND,AWATER
2696,18,037,1106620519,20888775
2697,21,185,484947498,23812362
2698,22,073,1580920629,55305574
2699,21,211,983573702,15290028
2700,41,007,2144880465,661621020
2701,12,005,1964585684,711267987
2702,39,123,659770876,855571650
2703,42,079,2305983750,41230469
2704,53,049,2415872165,760845729
2705,06,065,18664901451,250194697
2706,27,163,995612473,99462943
2707,36,069,1668067226,47868195
2708,47,069,1729448606,6829952
2709,26,021,1470535560,2625457933
2710,42,053,1106623929,8356609
2711,47,001,873352572,19665032
2712,47,143,816838007,54448370
2713,47,185,975592113,7113369
2714,48,289,2779462025,19328383
2715,29,125,1364867199,7638777
2716,37,033,1101692701,8643881
2717,31,057,2381956151,3046331
2718,05,063,1978631568,19593589
2719,05,119,1965579500,126236379
2720,20,013,1478550074,3196147
2721,51,790,51593821,147694
2722,42,061,2265337411,37851956
2723,47,179,845605990,8635315
2724,42,015,2971797231,35229170
2725,55,043,2970403781,94520011
2726,39,025,1170958182,19831184
2727,72,113,297688772,203748397
2728,49,003,14881016770,2547651536
2729,78,020,50998479,186669980
2730,01,087,1576855717,11345392
2731,06,049,10140960152,745420661
2732,19,167,1988884987,2798309
2733,51,131,548282865,1511417325
2734,28,045,1227560680,204096125
2735,05,033,1531188213,31076496
2736,28,127,1525930825,3378528
2737,28,117,1074807464,8324262
2738,37,057,1432711784,37452229
2739,37,145,1016141536,31218721
2740,40,117,1471527628,68888619
2741,47,175,708142417,2893456
2742,31,129,1489645187,1718484
2743,48,473,1329535449,11622558
2744,48,229,11837605503,2189943
2745,51,115,222498971,430080748
2746,13,159,954172363,13096043
2747,46,093,8989706529,30712697
2748,48,139,2423349113,41666088
2749,05,113,2221382790,12372287
2750,08,014,85478796,1411395
2751,21,095,1206496097,6011468
2752,47,003,1226719775,2980755
2753,12,017,1507142282,495547943
2754,41,009,1704508134,79930444
2755,12,127,2852206495,857789601
2756,28,025,1062066008,15393112
2757,36,095,1610503568,11676951
2758,22,095,555086121,506438992
2759,13,237,892721781,41451859
2760,06,085,3343896477,33589866
2761,18,009,427559450,1298757
2762,22,091,1057772583,2796210
2763,18,159,674797599,68028
2764,19,145,1385497538,1359120
2765,55,077,1180275597,22682651
2766,27,071,8039869545,128952195
2767,51,165,2200943714,10647621
2768,69,085,160067129,2939499290
2769,17,193,1281491812,18346746
2770,21,127,1076387807,11582520
2771,16,073,19860561630,74125617
2772,36,029,2700643194,476896403
2773,45,083,2092047951,29187170
2774,53,011,1627765163,70227847
2775,45,091,1762934237,39246244
2776,05,019,2243130281,43387661
2777,27,167,1945079891,482554
2778,47,041,788354548,63715774
2779,48,137,5485259733,5199798
2780,37,119,1356047125,58339340
2781,22,041,1617667688,28107882
2782,48,215,4068610451,31102593
2783,18,153,1158170862,17983785
2784,37,175,980141494,5110139
2785,01,031,1758565925,3907189
2786,39,113,1195255491,7582181
2787,39,119,1721160806,20828719
2788,27,081,1390257747,30175154
2789,37,137,871535581,583071738
2790,19,059,985542266,60712925
2791,28,027,1430939219,79418660
2792,46,063,6919333215,16954253
2793,40,103,1895576674,27569163
2794,34,025,1212563775,511008987
2795,31,007,1932676689,397069
2796,26,153,3035145668,1844210518
2797,36,047,179671325,71098973
2798,28,069,1984403109,2182350
2799,32,027,15634691950,79934815
2800,35,001,3007639331,15855131
2801,12,125,630806896,16049423
2802,13,229,881758989,7202170
2803,51,175,1551866777,8133232
2804,55,121,1898472778,23371046
2805,35,025,11373850144,8360723
2806,21,097,793603110,8982277
2807,38,021,2930494892,27610562
2808,05,031,1831867052,14069451
2809,12,019,1566375291,100402899
2810,21,187,909365299,8129113
2811,01,129,2797720360,21652733
2812,54,107,949256564,26563976
2813,54,097,918506891,302703
2814,72,001,172725731,1051789
2815,40,033,1638566730,24095322
2816,29,153,1929467325,26575002
2817,08,061,4578603579,47032918
2818,08,123,10323763901,79558364
2819,48,453,2568875749,80789808
2820,48,465,8144863664,227711337
2821,31,131,1594561657,8689334
2822,01,007,1612167481,9602089
2823,48,237,2359323246,23787056
2824,53,047,13639353722,120408325
2825,37,043,556804508,15017755
2826,19,133,1797637883,12592243
2827,13,267,1245318484,19498437
2828,48,073,2727141729,23873001
2829,19,159,1386932362,8723128
2830,38,055,5465733195,563809425
2831,08,045,7634105497,21398401
2832,19,039,1116716166,1524746
2833,08,053,2893614469,15324685
2834,42,069,1188216340,15897425
2835,05,109,1555614399,34974767
2836,08,093,5682181421,43520912
2837,13,241,958658901,17838924
2838,51,063,986585627,2190752
2839,48,271,3522525630,13124946
2840,30,009,5303530751,35410724
2841,05,035,1580755093,67432628
2842,01,117,2034112797,62537787
2843,23,021,10259018201,1080044975
2844,39,001,1512208931,6165936
2845,47,103,1477179212,971039
2846,18,077,934033952,5843998
2847,13,123,1103886887,12283371
2848,18,139,1057035406,872270
2849,28,155,1090210766,5947840
2850,45,023,1503893314,14261785
2851,38,023,3265310956,86633485
2852,32,023,47090938910,43207981
2853,22,063,1678751118,112117730
2854,48,307,2759893537,20286189
2855,72,097,201174442,508705758
2856,27,027,2707051032,19306173
2857,08,097,2514104904,6472575
2858,13,051,1121783898,509841786
2859,01,091,2530140238,14966620
2860,17,143,1602352656,30706564
2861,37,105,660607408,10725289
2862,21,183,1521059913,23162106
2863,37,153,1226886652,15537990
2864,42,081,3182452445,39065507
2865,26,029,1078288789,2522931119
2866,29,069,1401444949,15768932
2867,35,039,15179587763,91468728
2868,72,009,81094466,71893
2869,01,107,2282893837,22521210
2870,13,175,2090889583,28938930
2871,32,007,44468026648,85777240
2872,12,083,4113955311,192320562
2873,05,043,2145434144,18914034
2874,13,223,808831878,5309335
2875,21,201,258794973,484952
2876,41,053,1918983329,8153115
2877,13,183,1037013502,8855056
2878,16,079,6830898577,13962454
2879,47,121,505397666,55976973
2880,30,015,10288824959,62565299
2881,37,041,447179929,157966162
2882,12,039,1337194435,31686103
2883,26,101,1404616462,1912440723
2884,42,087,1064602268,9507393
2885,01,113,1660577613,15641643
2886,39,065,1218342687,629922
2887,50,017,1779395261,12010626
2888,55,029,1248277386,4890604620
2889,48,405,1374395182,159644688
2890,32,510,374672862,32584237
2891,55,031,3378102266,454243357
2892,53,067,1871237475,133647532
2893,53,073,5459429045,1028151220
2894,13,047,419998845,771159
2895,13,101,1088849470,809587
2896,25,001,1021048430,2360287543
2897,25,005,1432536921,357473379
2898,31,045,3616875588,11870270
2899,72,023,182264463,277228653
2900,37,021,1700318982,8942803
2901,48,241,2431105370,80399908
2902,28,071,1636080577,123113347
2903,20,063,2775601942,245369
2904,38,037,4297180180,17563260
2905,56,045,6210804116,5225499
2906,13,103,1240066122,10679265
2907,13,109,473694909,10295112
2908,13,119,677438935,12735191
2909,39,153,1069181981,18958267
2910,13,127,1086631796,429153067
2911,12,119,1442915229,58825881
2912,01,093,1922656563,3184076
2913,50,005,1680951719,22386387
2914,17,057,2242157116,43975590
2915,19,049,1523741156,8511951
2916,72,133,88150111,111135066
2917,26,027,1269367168,47147839
2918,13,105,909338654,59876817
2919,49,015,11557242839,24843841
2920,51,101,709471336,31141592
2921,13,027,1277108810,12188222
2922,51,580,14163842,521492
2923,72,015,38869489,53459917
2924,51,107,1335828238,14421373
2925,37,007,1376478137,14603213
2926,12,115,1442282866,436195743
2927,01,127,2048686080,36754696
2928,26,125,2246566547,103166476
2929,37,045,1202289388,10199645
2930,13,139,1017824021,94056095
2931,55,025,3098910897,106205317
2932,40,017,2322292275,23202736
2933,05,047,1576914320,27952005
2934,36,077,2594462122,36339120
2935,42,089,1575378412,22873938
2936,05,071,1709103303,59195660
2937,17,161,1106960127,61870420
2938,13,059,308774405,4698758
2939,13,147,601968095,63523958
2940,17,001,2214804824,41767689
2941,16,029,4569240751,89216879
2942,42,071,2444602016,103428057
2943,13,167,784815229,9256634
2944,05,117,1678019578,71807770
2945,55,071,1526291642,2343346355
2946,17,015,1152657063,55892254
2947,39,013,1378198933,23696062
2948,01,063,1675782061,33416141
2949,55,005,2235229317,69246614
2950,48,459,1509910100,24878888
2951,05,101,2126144031,5930175
2952,09,011,1722716728,276657755
2953,16,065,1215396305,10500897
2954,13,285,1072274464,82761542
2955,06,081,1161960635,757110545
2956,48,457,2394158698,29093507
2957,01,029,1450663940,2354896
2958,13,193,1037709939,13841916
2959,22,027,1955125377,32473223
2960,48,467,2182235201,44164928
2961,40,087,1478134050,24714990
2962,21,137,862060072,9192647
2963,37,125,1806977326,20720875
2964,16,087,3762870362,53228009
2965,55,091,600894481,43241491
2966,17,029,1316459189,4631826
2967,22,035,1089628528,56264636
2968,51,830,23155310,416905
2969,37,117,1182135162,746610
2970,34,023,800871212,35459038
2971,13,025,1147397684,10849168
2972,12,081,1924706077,387507719
2973,72,095,54816719,44549510
2974,19,097,1647322013,35151955
2975,48,361,864489137,118488361
2976,06,035,11761615592,463426051
2977,36,091,2097879149,87573063
2978,31,071,1474558349,5321553
2979,40,109,1835845600,24730586
2980,36,071,2103901761,68090736
2981,48,231,2176470568,107957791
2982,51,001,1163706181,2229279715
2983,04,013,23825949527,64236947
2984,48,369,2281312144,11355762
2985,35,027,12512530061,554839
2986,51,620,21563597,102065
2987,47,117,972442320,1801922
2988,34,029,1627449879,741964749
2989,32,009,9277050043,18552010
2990,72,053,77448651,195352766
2991,38,011,3009306320,13587979
2992,38,085,2833690982,88449892
2993,47,051,1436115984,55072291
2994,12,097,3438755923,461862673
2995,51,073,564117808,181754414
2996,38,071,3074174316,295182398
2997,32,033,22985104184,54678877
2998,17,183,2326560311,7531159
2999,20,103,1200213590,14343352
3000,37,131,1389897901,36025883
3001,17,113,3064559693,7853695
3002,01,041,1576952799,5388561
3003,01,045,1453244553,4082940
3004,06,075,121375681,479216672
3005,13,061,506093883,56546975
3006,19,143,1032593813,1835265
3007,39,137,1249783590,4544874
3008,08,111,1003660616,2035929
3009,45,003,2772864465,24646431
3010,45,011,1420294947,23008122
3011,47,039,864738982,28503792
3012,17,149,2153325386,45283711
3013,39,039,1065649892,7073997
3014,12,099,5090938139,1081432228
3015,46,041,5963417222,369819596
3016,18,051,1262419998,30408989
3017,22,125,1044589938,58751920
3018,51,145,673916979,5448475
3019,48,181,2416020062,120088329
3020,42,115,2132844486,22391439
3021,21,205,724769946,16653006
3022,50,001,1984780360,107303300
3023,19,149,2234715206,2176851
3024,29,147,2271326619,2361588
3025,35,009,3640098081,8190595
3026,37,003,673358170,9445988
3027,36,021,1643770743,35071400
3028,29,189,1314228662,40161918
3029,05,093,2332480077,49826384
3030,12,107,1885167077,256548277
3031,28,023,1791177225,5069761
3032,54,109,1293619556,6084684
3033,36,109,1229314961,43787671
3034,29,037,1804223330,14963262
3035,01,015,1569189622,16627597
3036,20,161,1579168236,31952418
3037,48,131,4645083897,5478267
3038,24,031,1277059775,35820123
3039,45,051,2936222687,312663220
3040,27,103,1161978443,47471908
3041,54,099,1310519821,15845009
3042,54,045,1175211133,4828688
3043,01,001,1539602123,25706961
3044,01,005,2292144655,50538698
3045,13,021,645938974,14264343
3046,12,041,905705530,14362143
3047,27,139,922683745,31384772
3048,42,007,1125904407,24162728
3049,40,125,2040060544,14842439
3050,17,027,1227664369,75635324
3051,47,057,726715762,56600343
3052,42,035,2299868396,23178635
3053,55,069,2275833631,72744021
3054,02,068,32729577065,66105677
3055,47,025,1125609177,18062632
3056,28,019,1083122609,4297812
3057,42,039,2621849834,65300098
3058,21,131,1038206077,9189732
3059,21,143,553848615,110565603
3060,49,057,1492522446,216457956
3061,51,710,137985832,111697124
3062,08,025,2039427875,33422979
3063,05,077,1560781754,43720909
3064,39,167,1636805228,20784948
3065,54,083,2692810852,667359
3066,28,053,1083947282,32942666
3067,28,163,2388847492,30612386
3068,13,085,546042248,9272655
3069,34,017,119632168,41967364
3070,50,015,1188468702,12662636
3071,37,047,2429710310,43724143
3072,08,051,8389338082,53067068
3073,01,021,1794477075,20592144
3074,48,187,1842135335,9163422
3075,24,029,717516440,353302294
3076,33,017,951960024,38940456
3077,13,075,591237665,12755190
3078,05,103,1897898730,18050431
3079,29,021,1057347770,17947022
3080,47,155,1534536725,13491055
3081,51,185,1343661893,2921374
3082,42,063,2143140107,17642456
3083,56,017,5191447308,5106758
3084,27,095,1482415014,282932659
3085,27,125,1119929323,227815
3086,39,037,1549072312,4245361
3087,12,031,1975993782,402807900
3088,13,317,1216001409,11896927
3089,48,047,2443277013,741627
3090,45,079,1961443756,37863525
3091,44,005,265311882,546983687
3092,42,041,1412836743,12519264
3093,47,115,1290468301,36484703
3094,22,005,751235898,32989238
3095,49,051,3048467971,79114523
3096,13,017,647813388,9803109
3097,72,145,118777649,57795019
3098,01,019,1433623321,120308339
3099,17,195,1772158753,31836569
3100,40,141,2256226758,20894361
3101,08,071,12361852575,6929970
3102,48,159,736570305,26874741
3103,48,063,507240881,19130860
3104,24,025,1132134727,231902988
3105,05,133,1463680826,41831847
3106,38,099,3319506407,32184273
3107,53,075,5592461099,48248821
3108,12,113,2622050626,418020795
3109,12,095,2337566033,260717886
3110,22,015,2176379782,70298833
3111,16,045,1449796570,12491545
3112,36,105,2507463740,74034521
3113,53,059,4294888152,73332455
3114,27,173,1966062958,10687958
3115,36,061,58680498,28551707
3116,48,017,2141847188,1775275
3117,13,141,1220058034,17479744
3118,18,111,1040539827,4349506
3119,08,069,6723008226,99024667
3120,51,053,1305091846,8954562
3121,26,157,2083665459,283352444
3122,38,029,3910146897,117341654
3123,47,073,1261465148,32544793
3124,53,003,1647443920,11275730
3125,55,057,1986622493,98737542
3126,39,111,1180317770,4495411
3127,12,131,2687739968,522795375
3128,13,083,450605317,467844
3129,13,095,851183464,15352849
3130,13,205,1326483091,4314212
3131,41,029,7208597907,46766412
3132,18,021,926201724,7026279
3133,50,003,1748233047,6928008
3134,13,245,839976498,11053834
3135,13,279,942776960,18088022
3136,13,053,644226250,6276670
3137,30,111,6820647780,39947764
3138,54,017,828078082,1950863
3139,39,121,1030846458,16984489
3140,46,031,6396478454,155287098
3141,48,071,1546618334,709745140
3142,27,145,3477861781,122135304
3143,22,085,2244636622,375317816
3144,13,197,947979449,3790127
3145,36,087,449197039,66864253
3146,36,025,3735851364,64818689
3147,13,151,825296434,20290464
3148,19,093,1117599829,1406462
3149,21,217,689890901,27072829
3150,31,001,1458869102,2481410
3151,29,145,1618104248,4717260
3152,31,095,1476736212,14232352
3153,02,122,41500185165,22525337842
3154,30,053,9356364730,161579870
3155,48,157,2231486504,61532084
3156,20,055,3372157849,1716371
3157,42,065,1689789819,11316206
3158,55,009,1372933176,221808928
3159,19,173,1377618879,7133364
3160,42,103,1411441242,56692242
3161,72,065,108213686,43975697
3162,21,203,819853857,4011241
3163,21,173,511132546,3856278
3164,21,181,505465400,4302514
3165,37,165,826570075,3841985
3166,21,195,2037621826,4756763
3167,36,067,2016012323,70528310
3168,51,091,1075266902,1791758
3169,54,049,799642788,7185842
3170,54,103,927389124,8449879
3171,54,015,885617251,4862446
3172,72,051,59870091,79238790
3173,51,143,2509705660,23903852
3174,18,089,1291941587,331080274
3175,17,025,1212815749,3271820
3176,18,145,1064827021,4207151
3177,42,085,1741979899,25961347
3178,29,105,1980565858,8515354
3179,36,009,3388616853,36624888
3180,72,109,120695652,74074553
3181,19,127,1482776065,1803080
3182,13,039,1632473254,392515252
3183,28,077,1115449622,13188412
3184,37,031,1314696235,2131054352
3185,48,029,3212140683,41079712
3186,48,065,2383397225,10026604
3187,41,027,1352203431,29040464
3188,42,027,2874529771,8187262
3189,53,071,3289368965,74933659
3190,05,039,1728522506,1864048
3191,47,035,1763849845,9823726
3192,53,023,1841054898,19294817
3193,17,147,1137399517,755574
3194,04,009,11972737302,47477716
3195,08,075,4761947992,16363553
3196,18,147,1027623721,12065857
3197,72,139,53786133,1592599
3198,38,005,3596569006,131708143
3199,20,005,1116736559,6851102
3200,38,007,2975481849,11990485
3201,27,037,1456708511,63156958
3202,27,061,6908319602,674844733
3203,38,087,3146544261,10977987
3204,20,159,1880935845,4482698
3205,13,187,732816473,3279685
3206,17,099,2940116335,33701591
3207,21,067,734615998,4922115
3208,21,025,1275352702,7384543
3209,48,371,12338274958,2532275
3210,17,181,1070856127,22502069
3211,48,443,6107235409,105866
3212,17,173,1964543080,24746071
3213,28,111,1676259644,7754347
3214,21,033,893002030,8697603
3215,37,083,1874467579,16925017
3216,20,061,996272270,51602809
3217,22,033,1179330896,38571931
3218,53,055,450429070,1157427866
3219,53,065,6416419681,163008896
3220,13,145,1201359255,23592423
3221,13,253,615215134,49261828
3222,72,017,48421898,31649450
3223,55,003,2706476264,3230710864
3224,22,007,877029986,67099711
3225,39,161,1059702141,3278633
3226,54,019,1713569368,17443841
3227,08,009,6617400546,6142193
3228,42,055,2000048804,1547614
3229,12,001,2266324954,242877007
3230,48,247,2942674729,92565
3231,29,099,1700345322,20143587
3232,13,307,542230980,2348162
