State,Area_name,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Median_Household_Income_2019
MI,"Lake County, MI","3,771","3,539",232,6.2,"38,044"
MI,"Lapeer County, MI","41,504","39,205","2,299",5.5,"66,415"
MI,"Leelanau County, MI","10,475","10,089",386,3.7,"72,888"
MI,"Lenawee County, MI","46,455","44,693","1,762",3.8,"55,466"
MI,"Livingston County, MI","105,037","101,488","3,549",3.4,"87,827"
MI,"Luce County, MI","2,268","2,128",140,6.2,"45,464"
MI,"Mackinac County, MI","5,190","4,722",468,9,"44,986"
MI,"Macomb County, MI","452,587","432,975","19,612",4.3,"65,051"
MI,"Manistee County, MI","10,414","9,852",562,5.4,"50,047"
MI,"Marquette County, MI","32,487","30,942","1,545",4.8,"54,913"
MI,"Mason County, MI","13,655","12,999",656,4.8,"49,869"
MI,"Mecosta County, MI","18,437","17,598",839,4.6,"47,705"
MI,"Menominee County, MI","11,011","10,580",431,3.9,"49,189"
MI,"Midland County, MI","40,188","38,713","1,475",3.7,"69,859"
MI,"Missaukee County, MI","6,937","6,612",325,4.7,"51,317"
MI,"Monroe County, MI","75,785","72,901","2,884",3.8,"64,341"
MI,"Montcalm County, MI","28,330","27,200","1,130",4,"52,089"
MI,"Montmorency County, MI","2,993","2,748",245,8.2,"40,126"
MI,"Muskegon County, MI","77,293","74,071","3,222",4.2,"50,730"
MI,"Newaygo County, MI","23,432","22,463",969,4.1,"51,772"
MI,"Oakland County, MI","682,088","658,244","23,844",3.5,"81,257"
MI,"Oceana County, MI","12,067","11,362",705,5.8,"52,319"
MI,"Ogemaw County, MI","8,040","7,515",525,6.5,"41,347"
MI,"Ontonagon County, MI","2,082","1,943",139,6.7,"45,531"
MI,"Osceola County, MI","11,267","10,821",446,4,"47,343"
MI,"Oscoda County, MI","2,989","2,784",205,6.9,"44,594"
MI,"Otsego County, MI","11,630","11,065",565,4.9,"52,392"
MI,"Ottawa County, MI","161,960","157,599","4,361",2.7,"69,827"
MI,"Presque Isle County, MI","4,946","4,581",365,7.4,"47,339"
MI,"Roscommon County, MI","7,766","7,198",568,7.3,"42,546"
MI,"Saginaw County, MI","86,821","82,780","4,041",4.7,"48,471"
MI,"St. Clair County, MI","76,499","72,675","3,824",5,"60,208"
MI,"St. Joseph County, MI","28,195","27,027","1,168",4.1,"54,024"
MI,"Sanilac County, MI","19,574","18,666",908,4.6,"49,917"
MI,"Schoolcraft County, MI","3,300","3,073",227,6.9,"50,256"
MI,"Shiawassee County, MI","33,464","32,068","1,396",4.2,"55,633"
MI,"Tuscola County, MI","23,905","22,715","1,190",5,"52,342"
MI,"Van Buren County, MI","35,349","33,776","1,573",4.4,"58,733"
MI,"Washtenaw County, MI","199,028","193,473","5,555",2.8,"76,728"
MI,"Wayne County, MI","809,861","767,852","42,009",5.2,"50,753"
MI,"Wexford County, MI","14,861","14,205",656,4.4,"53,146"
MN,"Aitkin County, MN","7,269","6,830",439,6,"51,936"
MN,"Anoka County, MN","198,768","192,801","5,967",3,"83,363"
MN,"Becker County, MN","18,775","18,049",726,3.9,"61,311"
MN,"Beltrami County, MN","24,357","23,341","1,016",4.2,"54,638"
MN,"Benton County, MN","21,941","21,103",838,3.8,"63,395"
MN,"Big Stone County, MN","2,484","2,383",101,4.1,"52,692"
MN,"Blue Earth County, MN","40,613","39,513","1,100",2.7,"60,408"
MN,"Brown County, MN","14,360","13,851",509,3.5,"62,904"
MN,"Carlton County, MN","17,871","17,092",779,4.4,"65,749"
MN,"Carver County, MN","59,272","57,673","1,599",2.7,"101,891"
MN,"Cass County, MN","14,391","13,613",778,5.4,"54,267"
MN,"Chippewa County, MN","6,889","6,627",262,3.8,"54,984"
MN,"Chisago County, MN","30,229","29,118","1,111",3.7,"84,811"
MN,"Clay County, MN","36,084","35,009","1,075",3,"64,874"
MN,"Clearwater County, MN","4,460","4,099",361,8.1,"54,896"
MN,"Cook County, MN","3,116","2,985",131,4.2,"58,664"
MN,"Cottonwood County, MN","5,913","5,699",214,3.6,"53,725"
MN,"Crow Wing County, MN","32,228","30,860","1,368",4.2,"60,384"
MN,"Dakota County, MN","242,934","236,094","6,840",2.8,"89,075"
MN,"Dodge County, MN","11,879","11,485",394,3.3,"86,436"
MN,"Douglas County, MN","21,028","20,377",651,3.1,"67,592"
MN,"Faribault County, MN","7,017","6,733",284,4,"54,193"
MN,"Fillmore County, MN","11,511","11,137",374,3.2,"62,716"
MN,"Freeborn County, MN","16,083","15,543",540,3.4,"56,716"
MN,"Goodhue County, MN","26,977","26,170",807,3,"71,497"
MN,"Grant County, MN","3,306","3,163",143,4.3,"55,247"
MN,"Hennepin County, MN","707,701","688,531","19,170",2.7,"82,323"
MN,"Houston County, MN","10,384","10,057",327,3.1,"64,920"
MN,"Hubbard County, MN","9,972","9,445",527,5.3,"56,064"
MN,"Isanti County, MN","21,570","20,721",849,3.9,"77,963"
MN,"Itasca County, MN","21,909","20,638","1,271",5.8,"58,660"
MN,"Jackson County, MN","5,705","5,513",192,3.4,"57,915"
MN,"Kanabec County, MN","9,059","8,536",523,5.8,"63,595"
MN,"Kandiyohi County, MN","24,288","23,450",838,3.5,"64,129"
MN,"Kittson County, MN","2,368","2,284",84,3.5,"62,762"
MN,"Koochiching County, MN","5,970","5,602",368,6.2,"52,545"
MN,"Lac qui Parle County, MN","3,538","3,408",130,3.7,"56,825"
MN,"Lake County, MN","5,493","5,299",194,3.5,"61,082"
MN,"Lake of the Woods County, MN","2,445","2,345",100,4.1,"56,244"
MN,"Le Sueur County, MN","16,331","15,615",716,4.4,"75,519"
MN,"Lincoln County, MN","3,250","3,130",120,3.7,"55,328"
MN,"Lyon County, MN","14,501","14,049",452,3.1,"63,849"
MN,"McLeod County, MN","19,309","18,610",699,3.6,"64,380"
MN,"Mahnomen County, MN","2,294","2,188",106,4.6,"46,702"
MN,"Marshall County, MN","5,396","5,086",310,5.7,"59,793"
MN,"Martin County, MN","10,041","9,671",370,3.7,"54,602"
MN,"Meeker County, MN","13,334","12,829",505,3.8,"63,812"
MN,"Mille Lacs County, MN","12,962","12,274",688,5.3,"59,262"
MN,"Morrison County, MN","17,544","16,653",891,5.1,"61,847"
MN,"Mower County, MN","20,395","19,793",602,3,"55,276"
MN,"Murray County, MN","4,841","4,637",204,4.2,"61,007"
MN,"Nicollet County, MN","20,925","20,405",520,2.5,"71,067"
MN,"Nobles County, MN","11,204","10,879",325,2.9,"57,300"
MN,"Norman County, MN","3,249","3,096",153,4.7,"53,961"
MN,"Olmsted County, MN","89,107","86,871","2,236",2.5,"80,631"
MN,"Otter Tail County, MN","31,375","30,093","1,282",4.1,"59,901"
MN,"Pennington County, MN","8,698","8,309",389,4.5,"55,870"
MN,"Pine County, MN","15,036","14,223",813,5.4,"55,684"
MN,"Pipestone County, MN","4,911","4,742",169,3.4,"55,405"
MN,"Polk County, MN","16,672","16,028",644,3.9,"60,582"
MN,"Pope County, MN","6,520","6,321",199,3.1,"59,442"
MN,"Ramsey County, MN","288,732","280,286","8,446",2.9,"68,652"
MN,"Red Lake County, MN","2,223","2,108",115,5.2,"58,384"
MN,"Redwood County, MN","7,597","7,322",275,3.6,"60,097"
MN,"Renville County, MN","8,623","8,241",382,4.4,"59,110"
MN,"Rice County, MN","37,182","36,051","1,131",3,"72,438"
MN,"Rock County, MN","5,642","5,516",126,2.2,"63,451"
MN,"Roseau County, MN","7,829","7,533",296,3.8,"62,924"
MN,"St. Louis County, MN","101,662","97,689","3,973",3.9,"60,228"
MN,"Scott County, MN","84,200","81,941","2,259",2.7,"108,718"
MN,"Sherburne County, MN","52,936","51,120","1,816",3.4,"95,323"
MN,"Sibley County, MN","8,470","8,151",319,3.8,"66,757"
MN,"Stearns County, MN","90,597","87,774","2,823",3.1,"66,449"
MN,"Steele County, MN","21,136","20,482",654,3.1,"68,603"
MN,"Stevens County, MN","5,442","5,299",143,2.6,"59,045"
MN,"Swift County, MN","4,894","4,685",209,4.3,"60,127"
MN,"Todd County, MN","13,530","12,948",582,4.3,"51,746"
MN,"Traverse County, MN","1,763","1,700",63,3.6,"57,602"
MN,"Wabasha County, MN","12,252","11,852",400,3.3,"63,435"
MN,"Wadena County, MN","5,923","5,566",357,6,"50,663"
MN,"Waseca County, MN","9,021","8,682",339,3.8,"63,907"
MN,"Washington County, MN","144,689","140,707","3,982",2.8,"100,857"
MN,"Watonwan County, MN","6,502","6,245",257,4,"57,290"
MN,"Wilkin County, MN","3,509","3,393",116,3.3,"69,890"
MN,"Winona County, MN","28,587","27,783",804,2.8,"64,219"
MN,"Wright County, MN","76,571","74,140","2,431",3.2,"91,374"
MN,"Yellow Medicine County, MN","5,349","5,150",199,3.7,"61,074"
MS,"Adams County, MS","11,179","10,370",809,7.2,"34,583"
MS,"Alcorn County, MS","16,205","15,423",782,4.8,"43,496"
MS,"Amite County, MS","4,451","4,135",316,7.1,"41,575"
MS,"Attala County, MS","7,041","6,589",452,6.4,"36,905"
MS,"Benton County, MS","3,062","2,868",194,6.3,"37,875"
MS,"Bolivar County, MS","11,980","11,118",862,7.2,"30,309"
MS,"Calhoun County, MS","5,595","5,276",319,5.7,"38,648"
MS,"Carroll County, MS","3,540","3,316",224,6.3,"44,885"
MS,"Chickasaw County, MS","6,944","6,542",402,5.8,"37,533"
MS,"Choctaw County, MS","3,715","3,505",210,5.7,"41,146"
MS,"Claiborne County, MS","3,105","2,770",335,10.8,"31,221"
MS,"Clarke County, MS","5,970","5,592",378,6.3,"42,826"
MS,"Clay County, MS","7,872","7,275",597,7.6,"33,653"
MS,"Coahoma County, MS","8,355","7,703",652,7.8,"30,242"
MS,"Copiah County, MS","11,121","10,369",752,6.8,"42,299"
MS,"Covington County, MS","8,226","7,823",403,4.9,"42,076"
MS,"DeSoto County, MS","93,121","88,908","4,213",4.5,"67,450"
MS,"Forrest County, MS","33,216","31,457","1,759",5.3,"40,224"
MS,"Franklin County, MS","2,788","2,592",196,7,"41,420"
MS,"George County, MS","8,959","8,284",675,7.5,"51,858"
MS,"Greene County, MS","4,370","4,019",351,8,"48,641"
MS,"Grenada County, MS","9,641","9,151",490,5.1,"40,561"
MS,"Hancock County, MS","18,891","17,803","1,088",5.8,"50,401"
MS,"Harrison County, MS","87,046","82,424","4,622",5.3,"49,619"
MS,"Hinds County, MS","105,466","99,796","5,670",5.4,"44,773"
MS,"Holmes County, MS","5,624","5,039",585,10.4,"26,348"
MS,"Humphreys County, MS","2,194","1,966",228,10.4,"28,464"
MS,"Issaquena County, MS",364,319,45,12.4,"30,944"
MS,"Itawamba County, MS","10,533","10,025",508,4.8,"49,214"
MS,"Jackson County, MS","58,721","55,070","3,651",6.2,"53,414"
MS,"Jasper County, MS","6,258","5,823",435,7,"40,923"
MS,"Jefferson County, MS","2,021","1,698",323,16,"30,871"
MS,"Jefferson Davis County, MS","4,114","3,823",291,7.1,"32,077"
MS,"Jones County, MS","26,471","25,036","1,435",5.4,"41,733"
MS,"Kemper County, MS","3,492","3,213",279,8,"33,472"
MS,"Lafayette County, MS","28,081","26,825","1,256",4.5,"54,034"
MS,"Lamar County, MS","31,147","29,799","1,348",4.3,"62,606"
MS,"Lauderdale County, MS","30,424","28,723","1,701",5.6,"41,604"
MS,"Lawrence County, MS","4,652","4,326",326,7,"43,668"
MS,"Leake County, MS","8,062","7,605",457,5.7,"41,007"
MS,"Lee County, MS","41,544","39,691","1,853",4.5,"50,803"
MS,"Leflore County, MS","9,938","9,172",766,7.7,"29,687"
MS,"Lincoln County, MS","14,675","13,833",842,5.7,"45,062"
MS,"Lowndes County, MS","25,797","24,415","1,382",5.4,"49,251"
MS,"Madison County, MS","53,996","51,578","2,418",4.5,"70,824"
MS,"Marion County, MS","10,029","9,465",564,5.6,"38,402"
MS,"Marshall County, MS","14,483","13,631",852,5.9,"43,107"
MS,"Monroe County, MS","15,667","14,800",867,5.5,"42,464"
MS,"Montgomery County, MS","3,957","3,715",242,6.1,"38,475"
MS,"Neshoba County, MS","10,371","9,745",626,6,"41,795"
MS,"Newton County, MS","8,395","7,911",484,5.8,"42,962"
MS,"Noxubee County, MS","3,783","3,502",281,7.4,"32,916"
MS,"Oktibbeha County, MS","22,812","21,504","1,308",5.7,"41,631"
MS,"Panola County, MS","12,696","11,842",854,6.7,"40,655"
MS,"Pearl River County, MS","23,789","22,507","1,282",5.4,"45,874"
MS,"Perry County, MS","4,311","4,012",299,6.9,"43,106"
MS,"Pike County, MS","14,571","13,598",973,6.7,"35,044"
MS,"Pontotoc County, MS","15,015","14,347",668,4.4,"48,910"
MS,"Prentiss County, MS","11,395","10,829",566,5,"43,465"
MS,"Quitman County, MS","2,335","2,140",195,8.4,"29,318"
MS,"Rankin County, MS","77,397","74,263","3,134",4,"67,284"
MS,"Scott County, MS","12,849","12,265",584,4.5,"41,532"
MS,"Sharkey County, MS","1,484","1,346",138,9.3,"31,138"
MS,"Simpson County, MS","10,798","10,225",573,5.3,"47,664"
MS,"Smith County, MS","6,827","6,463",364,5.3,"46,296"
MS,"Stone County, MS","6,926","6,495",431,6.2,"47,187"
MS,"Sunflower County, MS","7,481","6,785",696,9.3,"32,948"
MS,"Tallahatchie County, MS","5,382","5,072",310,5.8,"31,915"
MS,"Tate County, MS","12,238","11,536",702,5.7,"50,188"
MS,"Tippah County, MS","9,584","9,085",499,5.2,"44,696"
MS,"Tishomingo County, MS","8,701","8,248",453,5.2,"43,341"
MS,"Tunica County, MS","4,336","4,057",279,6.4,"33,993"
MS,"Union County, MS","14,400","13,785",615,4.3,"49,320"
MS,"Walthall County, MS","4,974","4,606",368,7.4,"35,465"
MS,"Warren County, MS","20,530","19,279","1,251",6.1,"46,606"
MS,"Washington County, MS","16,251","14,950","1,301",8,"31,018"
MS,"Wayne County, MS","7,549","7,080",469,6.2,"39,036"
MS,"Webster County, MS","3,974","3,742",232,5.8,"46,110"
MS,"Wilkinson County, MS","2,823","2,531",292,10.3,"32,612"
MS,"Winston County, MS","7,436","6,976",460,6.2,"37,596"
MS,"Yalobusha County, MS","4,993","4,701",292,5.8,"40,515"
MS,"Yazoo County, MS","9,966","9,325",641,6.4,"34,817"
MO,"Adair County, MO","10,289","9,889",400,3.9,"43,044"
MO,"Andrew County, MO","9,849","9,578",271,2.8,"62,823"
MO,"Atchison County, MO","2,686","2,587",99,3.7,"50,516"
MO,"Audrain County, MO","10,628","10,271",357,3.4,"45,609"
MO,"Barry County, MO","15,511","14,971",540,3.5,"47,155"
MO,"Barton County, MO","5,158","4,984",174,3.4,"46,397"
MO,"Bates County, MO","7,765","7,449",316,4.1,"48,442"
MO,"Benton County, MO","7,153","6,807",346,4.8,"42,144"
MO,"Bollinger County, MO","5,439","5,227",212,3.9,"45,868"
MO,"Boone County, MO","98,294","95,949","2,345",2.4,"58,029"
MO,"Buchanan County, MO","44,205","42,855","1,350",3.1,"49,216"
MO,"Butler County, MO","17,910","17,072",838,4.7,"41,327"
MO,"Caldwell County, MO","4,286","4,149",137,3.2,"52,872"
MO,"Callaway County, MO","21,344","20,726",618,2.9,"58,720"
MO,"Camden County, MO","18,806","17,962",844,4.5,"51,460"
MO,"Cape Girardeau County, MO","40,703","39,512","1,191",2.9,"57,618"
MO,"Carroll County, MO","4,779","4,625",154,3.2,"50,628"
MO,"Carter County, MO","2,523","2,399",124,4.9,"36,383"
MO,"Cass County, MO","54,768","53,117","1,651",3,"73,882"
MO,"Cedar County, MO","5,754","5,540",214,3.7,"38,427"
MO,"Chariton County, MO","3,699","3,588",111,3,"50,589"
MO,"Christian County, MO","45,391","44,161","1,230",2.7,"63,400"
MO,"Clark County, MO","3,176","3,063",113,3.6,"46,001"
MO,"Clay County, MO","137,176","133,261","3,915",2.9,"70,705"
MO,"Clinton County, MO","10,592","10,269",323,3,"64,541"
MO,"Cole County, MO","39,085","38,077","1,008",2.6,"61,847"
MO,"Cooper County, MO","7,421","7,146",275,3.7,"56,957"
MO,"Crawford County, MO","10,938","10,527",411,3.8,"48,315"
MO,"Dade County, MO","3,532","3,421",111,3.1,"42,421"
MO,"Dallas County, MO","7,061","6,746",315,4.5,"42,389"
MO,"Daviess County, MO","4,079","3,943",136,3.3,"48,197"
MO,"DeKalb County, MO","4,817","4,670",147,3.1,"53,997"
MO,"Dent County, MO","6,268","6,045",223,3.6,"45,540"
MO,"Douglas County, MO","5,080","4,823",257,5.1,"39,773"
MO,"Dunklin County, MO","11,482","10,849",633,5.5,"38,880"
MO,"Franklin County, MO","53,512","51,804","1,708",3.2,"61,428"
MO,"Gasconade County, MO","7,722","7,463",259,3.4,"53,751"
MO,"Gentry County, MO","3,485","3,392",93,2.7,"53,663"
MO,"Greene County, MO","150,699","146,642","4,057",2.7,"45,313"
MO,"Grundy County, MO","4,364","4,211",153,3.5,"44,323"
MO,"Harrison County, MO","3,784","3,658",126,3.3,"43,016"
MO,"Henry County, MO","9,692","9,331",361,3.7,"46,995"
MO,"Hickory County, MO","3,829","3,669",160,4.2,"32,934"
MO,"Holt County, MO","2,575","2,502",73,2.8,"47,429"
MO,"Howard County, MO","4,866","4,717",149,3.1,"49,923"
